"Country","Date","Total_Deaths","Per_Million_Total_Deaths"
"Finland",2020-01-14,0,0
"Finland",2020-01-15,0,0
"Finland",2020-01-16,0,0
"Finland",2020-01-17,0,0
"Finland",2020-01-18,0,0
"Finland",2020-01-19,0,0
"Finland",2020-01-20,0,0
"Finland",2020-01-21,0,0
"Finland",2020-01-22,0,0
"Finland",2020-01-23,0,0
"Finland",2020-01-24,0,0
"Finland",2020-01-25,0,0
"Finland",2020-01-26,0,0
"Finland",2020-01-27,0,0
"Finland",2020-01-28,0,0
"Finland",2020-01-29,0,0
"Finland",2020-01-30,0,0
"Finland",2020-01-31,0,0
"Finland",2020-02-01,0,0
"Finland",2020-02-02,0,0
"Finland",2020-02-03,0,0
"Finland",2020-02-04,0,0
"Finland",2020-02-05,0,0
"Finland",2020-02-06,0,0
"Finland",2020-02-07,0,0
"Finland",2020-02-08,0,0
"Finland",2020-02-09,0,0
"Finland",2020-02-10,0,0
"Finland",2020-02-11,0,0
"Finland",2020-02-12,0,0
"Finland",2020-02-13,0,0
"Finland",2020-02-14,0,0
"Finland",2020-02-15,0,0
"Finland",2020-02-16,0,0
"Finland",2020-02-17,0,0
"Finland",2020-02-18,0,0
"Finland",2020-02-19,0,0
"Finland",2020-02-20,0,0
"Finland",2020-02-21,0,0
"Finland",2020-02-22,0,0
"Finland",2020-02-23,0,0
"Finland",2020-02-24,0,0
"Finland",2020-02-25,0,0
"Finland",2020-02-26,0,0
"Finland",2020-02-27,0,0
"Finland",2020-02-28,0,0
"Finland",2020-02-29,0,0
"Finland",2020-03-01,0,0
"Finland",2020-03-02,0,0
"Finland",2020-03-03,NA,NA
"Finland",2020-03-04,0,0
"Finland",2020-03-05,NA,NA
"Finland",2020-03-06,0,0
"Finland",2020-03-07,0,0
"Finland",2020-03-08,NA,NA
"Finland",2020-03-09,0,0
"Finland",2020-03-10,0,0
"Finland",2020-03-11,NA,NA
"Finland",2020-03-12,0,0
"Finland",2020-03-13,0,0
"Finland",2020-03-14,0,0
"Finland",2020-03-15,0,0
"Finland",2020-03-16,0,0
"Finland",2020-03-17,0,0
"Finland",2020-03-18,0,0
"Finland",2020-03-19,0,0
"Finland",2020-03-20,0,0
"Finland",2020-03-21,0,0
"Finland",2020-03-22,1,0.18
"Finland",2020-03-23,1,0.18
"Finland",2020-03-24,1,0.18
"Finland",2020-03-25,1,0.18
"Finland",2020-03-26,3,0.541
"Finland",2020-03-27,4,0.722
"Finland",2020-03-28,7,1.263
"Finland",2020-03-29,9,1.624
"Finland",2020-03-30,11,1.985
"Finland",2020-03-31,13,2.346
"Finland",2020-04-01,17,3.068
"Finland",2020-04-02,17,3.068
"Finland",2020-04-03,19,3.429
"Finland",2020-04-04,20,3.61
"Finland",2020-04-05,25,4.512
"Finland",2020-04-06,27,4.873
"Finland",2020-04-07,27,4.873
"Finland",2020-04-08,34,6.136
"Finland",2020-04-09,40,7.219
"Finland",2020-04-10,42,7.58
"Finland",2020-04-11,48,8.663
"Finland",2020-04-12,49,8.844
"Finland",2020-04-13,56,10.107
"Finland",2020-04-14,59,10.648
"Finland",2020-04-15,64,11.551
"Finland",2020-04-16,72,12.995
"Finland",2020-04-17,75,13.536
"Finland",2020-04-18,82,14.8
"Finland",2020-04-19,90,16.243
"Finland",2020-04-20,94,16.965
"Finland",2020-04-21,98,17.687
"Finland",2020-04-22,141,25.448
"Finland",2020-04-23,149,26.892
"Finland",2020-04-24,172,31.043
"Finland",2020-04-25,177,31.945
"Finland",2020-04-26,186,33.57
"Finland",2020-04-27,190,34.292
"Finland",2020-04-28,193,34.833
"Finland",2020-04-29,199,35.916
"Finland",2020-04-30,206,37.179
"Finland",2020-05-01,211,38.082
"Finland",2020-05-02,218,39.345
"Finland",2020-05-03,220,39.706
"Finland",2020-05-04,230,41.511
"Finland",2020-05-05,240,43.316
"Finland",2020-05-06,246,44.399
"Finland",2020-05-07,252,45.481
"Finland",2020-05-08,255,46.023
"Finland",2020-05-09,260,46.925
"Finland",2020-05-10,265,47.828
"Finland",2020-05-11,267,48.189
"Finland",2020-05-12,271,48.911
"Finland",2020-05-13,275,49.633
"Finland",2020-05-14,284,51.257
"Finland",2020-05-15,287,51.798
"Finland",2020-05-16,293,52.881
"Finland",2020-05-17,297,53.603
"Finland",2020-05-18,298,53.784
"Finland",2020-05-19,300,54.145
"Finland",2020-05-20,301,54.325
"Finland",2020-05-21,304,54.867
"Finland",2020-05-22,306,55.227
"Finland",2020-05-23,306,55.227
"Finland",2020-05-24,306,55.227
"Finland",2020-05-25,307,55.408
"Finland",2020-05-26,308,55.588
"Finland",2020-05-27,312,56.31
"Finland",2020-05-28,313,56.491
"Finland",2020-05-29,313,56.491
"Finland",2020-05-30,314,56.671
"Finland",2020-05-31,316,57.032
"Finland",2020-06-01,320,57.754
"Finland",2020-06-02,320,57.754
"Finland",2020-06-03,320,57.754
"Finland",2020-06-04,321,57.935
"Finland",2020-06-05,322,58.115
"Finland",2020-06-06,322,58.115
"Finland",2020-06-07,322,58.115
"Finland",2020-06-08,323,58.296
"Finland",2020-06-09,323,58.296
"Finland",2020-06-10,324,58.476
"Finland",2020-06-11,324,58.476
"Finland",2020-06-12,325,58.657
"Finland",2020-06-13,325,58.657
"Finland",2020-06-14,325,58.657
"Finland",2020-06-15,326,58.837
"Finland",2020-06-16,326,58.837
"Finland",2020-06-17,326,58.837
"Finland",2020-06-18,326,58.837
"Finland",2020-06-19,326,58.837
"Finland",2020-06-20,326,58.837
"Finland",2020-06-21,326,58.837
"Finland",2020-06-22,326,58.837
"Finland",2020-06-23,327,59.018
"Finland",2020-06-24,327,59.018
"Finland",2020-06-25,327,59.018
"Finland",2020-06-26,327,59.018
"Finland",2020-06-27,328,59.198
"Finland",2020-06-28,328,59.198
"Finland",2020-06-29,328,59.198
"Finland",2020-06-30,328,59.198
"Finland",2020-07-01,328,59.198
"Finland",2020-07-02,328,59.198
"Finland",2020-07-03,328,59.198
"Finland",2020-07-04,328,59.198
"Finland",2020-07-05,328,59.198
"Finland",2020-07-06,328,59.198
"Finland",2020-07-07,328,59.198
"Finland",2020-07-08,328,59.198
"Finland",2020-07-09,328,59.198
"Finland",2020-07-10,328,59.198
"Finland",2020-07-11,328,59.198
"Finland",2020-07-12,328,59.198
"Finland",2020-07-13,328,59.198
"Finland",2020-07-14,328,59.198
"Finland",2020-07-15,328,59.198
"Finland",2020-07-16,328,59.198
"Finland",2020-07-17,328,59.198
"Finland",2020-07-18,328,59.198
"Finland",2020-07-19,328,59.198
"Finland",2020-07-20,328,59.198
"Finland",2020-07-21,328,59.198
"Finland",2020-07-22,328,59.198
"Finland",2020-07-23,328,59.198
"Finland",2020-07-24,328,59.198
"Finland",2020-07-25,329,59.379
"Finland",2020-07-26,329,59.379
"Finland",2020-07-27,329,59.379
"Finland",2020-07-28,329,59.379
"Finland",2020-07-29,329,59.379
"Finland",2020-07-30,329,59.379
"Finland",2020-07-31,329,59.379
"Finland",2020-08-01,329,59.379
"Finland",2020-08-02,329,59.379
"Finland",2020-08-03,329,59.379
"Finland",2020-08-04,329,59.379
"Finland",2020-08-05,331,59.74
"Finland",2020-08-06,331,59.74
"Finland",2020-08-07,331,59.74
"Finland",2020-08-08,331,59.74
"Finland",2020-08-09,331,59.74
"France",2019-12-31,0,0
"France",2020-01-01,0,0
"France",2020-01-02,0,0
"France",2020-01-03,0,0
"France",2020-01-04,0,0
"France",2020-01-05,0,0
"France",2020-01-06,0,0
"France",2020-01-07,0,0
"France",2020-01-08,0,0
"France",2020-01-09,0,0
"France",2020-01-10,0,0
"France",2020-01-11,0,0
"France",2020-01-12,0,0
"France",2020-01-13,0,0
"France",2020-01-14,0,0
"France",2020-01-15,0,0
"France",2020-01-16,0,0
"France",2020-01-17,0,0
"France",2020-01-18,0,0
"France",2020-01-19,0,0
"France",2020-01-20,0,0
"France",2020-01-21,0,0
"France",2020-01-22,0,0
"France",2020-01-23,0,0
"France",2020-01-24,0,0
"France",2020-01-25,0,0
"France",2020-01-26,0,0
"France",2020-01-27,0,0
"France",2020-01-28,0,0
"France",2020-01-29,0,0
"France",2020-01-30,0,0
"France",2020-01-31,0,0
"France",2020-02-01,0,0
"France",2020-02-02,0,0
"France",2020-02-03,0,0
"France",2020-02-04,0,0
"France",2020-02-05,0,0
"France",2020-02-06,0,0
"France",2020-02-07,0,0
"France",2020-02-08,0,0
"France",2020-02-09,0,0
"France",2020-02-10,0,0
"France",2020-02-11,0,0
"France",2020-02-12,0,0
"France",2020-02-13,0,0
"France",2020-02-14,0,0
"France",2020-02-15,1,0.015
"France",2020-02-16,1,0.015
"France",2020-02-17,1,0.015
"France",2020-02-18,1,0.015
"France",2020-02-19,1,0.015
"France",2020-02-20,1,0.015
"France",2020-02-21,1,0.015
"France",2020-02-22,1,0.015
"France",2020-02-23,1,0.015
"France",2020-02-24,1,0.015
"France",2020-02-25,1,0.015
"France",2020-02-26,1,0.015
"France",2020-02-27,2,0.031
"France",2020-02-28,2,0.031
"France",2020-02-29,2,0.031
"France",2020-03-01,2,0.031
"France",2020-03-02,2,0.031
"France",2020-03-03,3,0.046
"France",2020-03-04,4,0.061
"France",2020-03-05,4,0.061
"France",2020-03-06,7,0.107
"France",2020-03-07,9,0.138
"France",2020-03-08,10,0.153
"France",2020-03-09,19,0.291
"France",2020-03-10,30,0.46
"France",2020-03-11,33,0.506
"France",2020-03-12,48,0.735
"France",2020-03-13,61,0.935
"France",2020-03-14,79,1.21
"France",2020-03-15,91,1.394
"France",2020-03-16,127,1.946
"France",2020-03-17,148,2.267
"France",2020-03-18,175,2.681
"France",2020-03-19,244,3.738
"France",2020-03-20,372,5.699
"France",2020-03-21,450,6.894
"France",2020-03-22,562,8.61
"France",2020-03-23,674,10.326
"France",2020-03-24,860,13.175
"France",2020-03-25,1100,16.852
"France",2020-03-26,1331,20.391
"France",2020-03-27,1696,25.983
"France",2020-03-28,1995,30.564
"France",2020-03-29,2314,35.451
"France",2020-03-30,2606,39.924
"France",2020-03-31,3024,46.328
"France",2020-04-01,3523,53.973
"France",2020-04-02,4032,61.771
"France",2020-04-03,4503,68.987
"France",2020-04-04,6507,99.688
"France",2020-04-05,7560,115.82
"France",2020-04-06,8078,123.756
"France",2020-04-07,8911,136.518
"France",2020-04-08,10328,158.227
"France",2020-04-09,10869,166.515
"France",2020-04-10,12210,187.059
"France",2020-04-11,13197,202.18
"France",2020-04-12,13832,211.908
"France",2020-04-13,14393,220.503
"France",2020-04-14,14967,229.297
"France",2020-04-15,15729,240.971
"France",2020-04-16,17167,263.001
"France",2020-04-17,17920,274.537
"France",2020-04-18,18681,286.196
"France",2020-04-19,19323,296.031
"France",2020-04-20,19718,302.083
"France",2020-04-21,20265,310.463
"France",2020-04-22,20796,318.598
"France",2020-04-23,21340,326.932
"France",2020-04-24,21856,334.837
"France",2020-04-25,22245,340.797
"France",2020-04-26,22614,346.45
"France",2020-04-27,22856,350.157
"France",2020-04-28,23293,356.852
"France",2020-04-29,23660,362.475
"France",2020-04-30,24087,369.016
"France",2020-05-01,24376,373.444
"France",2020-05-02,24594,376.784
"France",2020-05-03,24760,379.327
"France",2020-05-04,24895,381.395
"France",2020-05-05,25201,386.083
"France",2020-05-06,25531,391.139
"France",2020-05-07,25809,395.398
"France",2020-05-08,25987,398.125
"France",2020-05-09,26230,401.848
"France",2020-05-10,26310,403.073
"France",2020-05-11,26380,404.146
"France",2020-05-12,26643,408.175
"France",2020-05-13,26991,413.506
"France",2020-05-14,27074,414.778
"France",2020-05-15,27425,420.155
"France",2020-05-16,27555,422.147
"France",2020-05-17,27643,423.495
"France",2020-05-18,27711,424.537
"France",2020-05-19,27897,427.386
"France",2020-05-20,28022,429.301
"France",2020-05-21,28132,430.986
"France",2020-05-22,28215,432.258
"France",2020-05-23,28289,433.392
"France",2020-05-24,28332,434.05
"France",2020-05-25,28367,434.587
"France",2020-05-26,28432,435.583
"France",2020-05-27,28530,437.084
"France",2020-05-28,28596,438.095
"France",2020-05-29,28662,439.106
"France",2020-05-30,28714,439.903
"France",2020-05-31,28771,440.776
"France",2020-06-01,28802,441.251
"France",2020-06-02,28833,441.726
"France",2020-06-03,28940,443.365
"France",2020-06-04,29021,444.606
"France",2020-06-05,29065,445.28
"France",2020-06-06,29111,445.985
"France",2020-06-07,29142,446.46
"France",2020-06-08,29155,446.659
"France",2020-06-09,29209,447.486
"France",2020-06-10,29296,448.819
"France",2020-06-11,29319,449.171
"France",2020-06-12,29346,449.585
"France",2020-06-13,29374,450.014
"France",2020-06-14,29398,450.382
"France",2020-06-15,29407,450.52
"France",2020-06-16,29436,450.964
"France",2020-06-17,29547,452.664
"France",2020-06-18,29575,453.093
"France",2020-06-19,29603,453.522
"France",2020-06-20,29617,453.737
"France",2020-06-21,29633,453.982
"France",2020-06-22,29640,454.089
"France",2020-06-23,29663,454.442
"France",2020-06-24,29720,455.315
"France",2020-06-25,29731,455.483
"France",2020-06-26,29752,455.805
"France",2020-06-27,29778,456.203
"France",2020-06-28,29778,456.203
"France",2020-06-29,29778,456.203
"France",2020-06-30,29813,456.74
"France",2020-07-01,29843,457.199
"France",2020-07-02,29861,457.475
"France",2020-07-03,29875,457.689
"France",2020-07-04,29893,457.965
"France",2020-07-05,29893,457.965
"France",2020-07-06,29893,457.965
"France",2020-07-07,29920,458.379
"France",2020-07-08,29933,458.578
"France",2020-07-09,29965,459.068
"France",2020-07-10,29979,459.283
"France",2020-07-11,30004,459.666
"France",2020-07-12,30004,459.666
"France",2020-07-13,30004,459.666
"France",2020-07-14,30029,460.049
"France",2020-07-15,30029,460.049
"France",2020-07-16,30120,461.443
"France",2020-07-17,30138,461.719
"France",2020-07-18,30152,461.933
"France",2020-07-19,30152,461.933
"France",2020-07-20,30152,461.933
"France",2020-07-21,30165,462.132
"France",2020-07-22,30165,462.132
"France",2020-07-23,30172,462.24
"France",2020-07-24,30182,462.393
"France",2020-07-25,30192,462.546
"France",2020-07-26,30192,462.546
"France",2020-07-27,30192,462.546
"France",2020-07-28,30209,462.806
"France",2020-07-29,30223,463.021
"France",2020-07-30,30238,463.251
"France",2020-07-31,30254,463.496
"France",2020-08-01,30265,463.664
"France",2020-08-02,30265,463.664
"France",2020-08-03,30265,463.664
"France",2020-08-04,30294,464.109
"France",2020-08-05,30296,464.139
"France",2020-08-06,30305,464.277
"France",2020-08-07,30312,464.384
"France",2020-08-08,30324,464.568
"France",2020-08-09,30324,464.568
"Germany",2019-12-31,0,0
"Germany",2020-01-01,0,0
"Germany",2020-01-02,0,0
"Germany",2020-01-03,0,0
"Germany",2020-01-04,0,0
"Germany",2020-01-05,0,0
"Germany",2020-01-06,0,0
"Germany",2020-01-07,0,0
"Germany",2020-01-08,0,0
"Germany",2020-01-09,0,0
"Germany",2020-01-10,0,0
"Germany",2020-01-11,0,0
"Germany",2020-01-12,0,0
"Germany",2020-01-13,0,0
"Germany",2020-01-14,0,0
"Germany",2020-01-15,0,0
"Germany",2020-01-16,0,0
"Germany",2020-01-17,0,0
"Germany",2020-01-18,0,0
"Germany",2020-01-19,0,0
"Germany",2020-01-20,0,0
"Germany",2020-01-21,0,0
"Germany",2020-01-22,0,0
"Germany",2020-01-23,0,0
"Germany",2020-01-24,0,0
"Germany",2020-01-25,0,0
"Germany",2020-01-26,0,0
"Germany",2020-01-27,0,0
"Germany",2020-01-28,0,0
"Germany",2020-01-29,0,0
"Germany",2020-01-30,0,0
"Germany",2020-01-31,0,0
"Germany",2020-02-01,0,0
"Germany",2020-02-02,0,0
"Germany",2020-02-03,0,0
"Germany",2020-02-04,0,0
"Germany",2020-02-05,0,0
"Germany",2020-02-06,0,0
"Germany",2020-02-07,0,0
"Germany",2020-02-08,0,0
"Germany",2020-02-09,0,0
"Germany",2020-02-10,0,0
"Germany",2020-02-11,0,0
"Germany",2020-02-12,0,0
"Germany",2020-02-13,0,0
"Germany",2020-02-14,0,0
"Germany",2020-02-15,0,0
"Germany",2020-02-16,0,0
"Germany",2020-02-17,0,0
"Germany",2020-02-18,0,0
"Germany",2020-02-19,0,0
"Germany",2020-02-20,0,0
"Germany",2020-02-21,0,0
"Germany",2020-02-22,0,0
"Germany",2020-02-23,0,0
"Germany",2020-02-24,0,0
"Germany",2020-02-25,0,0
"Germany",2020-02-26,0,0
"Germany",2020-02-27,0,0
"Germany",2020-02-28,0,0
"Germany",2020-02-29,0,0
"Germany",2020-03-01,0,0
"Germany",2020-03-02,0,0
"Germany",2020-03-03,0,0
"Germany",2020-03-04,0,0
"Germany",2020-03-05,0,0
"Germany",2020-03-06,0,0
"Germany",2020-03-07,0,0
"Germany",2020-03-08,0,0
"Germany",2020-03-09,0,0
"Germany",2020-03-10,2,0.024
"Germany",2020-03-11,2,0.024
"Germany",2020-03-12,3,0.036
"Germany",2020-03-13,5,0.06
"Germany",2020-03-14,5,0.06
"Germany",2020-03-15,8,0.095
"Germany",2020-03-16,12,0.143
"Germany",2020-03-17,13,0.155
"Germany",2020-03-18,13,0.155
"Germany",2020-03-19,13,0.155
"Germany",2020-03-20,43,0.513
"Germany",2020-03-21,45,0.537
"Germany",2020-03-22,67,0.8
"Germany",2020-03-23,94,1.122
"Germany",2020-03-24,126,1.504
"Germany",2020-03-25,149,1.778
"Germany",2020-03-26,198,2.363
"Germany",2020-03-27,253,3.02
"Germany",2020-03-28,325,3.879
"Germany",2020-03-29,389,4.643
"Germany",2020-03-30,455,5.431
"Germany",2020-03-31,583,6.958
"Germany",2020-04-01,732,8.737
"Germany",2020-04-02,872,10.408
"Germany",2020-04-03,1017,12.138
"Germany",2020-04-04,1158,13.821
"Germany",2020-04-05,1342,16.017
"Germany",2020-04-06,1434,17.115
"Germany",2020-04-07,1607,19.18
"Germany",2020-04-08,1861,22.212
"Germany",2020-04-09,2107,25.148
"Germany",2020-04-10,2373,28.323
"Germany",2020-04-11,2544,30.364
"Germany",2020-04-12,2673,31.903
"Germany",2020-04-13,2799,33.407
"Germany",2020-04-14,2969,35.436
"Germany",2020-04-15,3254,38.838
"Germany",2020-04-16,3569,42.598
"Germany",2020-04-17,3868,46.166
"Germany",2020-04-18,4110,49.055
"Germany",2020-04-19,4294,51.251
"Germany",2020-04-20,4404,52.564
"Germany",2020-04-21,4598,54.879
"Germany",2020-04-22,4879,58.233
"Germany",2020-04-23,5094,60.799
"Germany",2020-04-24,5321,63.509
"Germany",2020-04-25,5500,65.645
"Germany",2020-04-26,5640,67.316
"Germany",2020-04-27,5750,68.629
"Germany",2020-04-28,5913,70.574
"Germany",2020-04-29,6115,72.985
"Germany",2020-04-30,6288,75.05
"Germany",2020-05-01,6481,77.354
"Germany",2020-05-02,6575,78.476
"Germany",2020-05-03,6649,79.359
"Germany",2020-05-04,6692,79.872
"Germany",2020-05-05,6831,81.531
"Germany",2020-05-06,6996,83.5
"Germany",2020-05-07,7119,84.969
"Germany",2020-05-08,7266,86.723
"Germany",2020-05-09,7369,87.952
"Germany",2020-05-10,7395,88.263
"Germany",2020-05-11,7417,88.525
"Germany",2020-05-12,7533,89.91
"Germany",2020-05-13,7634,91.115
"Germany",2020-05-14,7723,92.178
"Germany",2020-05-15,7824,93.383
"Germany",2020-05-16,7881,94.063
"Germany",2020-05-17,7914,94.457
"Germany",2020-05-18,7935,94.708
"Germany",2020-05-19,8007,95.567
"Germany",2020-05-20,8090,96.558
"Germany",2020-05-21,8147,97.238
"Germany",2020-05-22,8174,97.56
"Germany",2020-05-23,8216,98.062
"Germany",2020-05-24,8247,98.432
"Germany",2020-05-25,8257,98.551
"Germany",2020-05-26,8302,99.088
"Germany",2020-05-27,8349,99.649
"Germany",2020-05-28,8411,100.389
"Germany",2020-05-29,8450,100.855
"Germany",2020-05-30,8489,101.32
"Germany",2020-05-31,8500,101.451
"Germany",2020-06-01,8511,101.583
"Germany",2020-06-02,8522,101.714
"Germany",2020-06-03,8551,102.06
"Germany",2020-06-04,8581,102.418
"Germany",2020-06-05,8613,102.8
"Germany",2020-06-06,8646,103.194
"Germany",2020-06-07,8668,103.457
"Germany",2020-06-08,8674,103.528
"Germany",2020-06-09,8711,103.97
"Germany",2020-06-10,8729,104.185
"Germany",2020-06-11,8755,104.495
"Germany",2020-06-12,8763,104.59
"Germany",2020-06-13,8781,104.805
"Germany",2020-06-14,8787,104.877
"Germany",2020-06-15,8791,104.925
"Germany",2020-06-16,8800,105.032
"Germany",2020-06-17,8830,105.39
"Germany",2020-06-18,8856,105.7
"Germany",2020-06-19,8872,105.891
"Germany",2020-06-20,8882,106.011
"Germany",2020-06-21,8882,106.011
"Germany",2020-06-22,8885,106.047
"Germany",2020-06-23,8895,106.166
"Germany",2020-06-24,8914,106.393
"Germany",2020-06-25,8927,106.548
"Germany",2020-06-26,8948,106.799
"Germany",2020-06-27,8954,106.87
"Germany",2020-06-28,8957,106.906
"Germany",2020-06-29,8961,106.954
"Germany",2020-06-30,8973,107.097
"Germany",2020-07-01,8985,107.24
"Germany",2020-07-02,8994,107.348
"Germany",2020-07-03,9003,107.455
"Germany",2020-07-04,9010,107.539
"Germany",2020-07-05,9012,107.562
"Germany",2020-07-06,9016,107.61
"Germany",2020-07-07,9024,107.706
"Germany",2020-07-08,9036,107.849
"Germany",2020-07-09,9048,107.992
"Germany",2020-07-10,9054,108.064
"Germany",2020-07-11,9060,108.135
"Germany",2020-07-12,9063,108.171
"Germany",2020-07-13,9064,108.183
"Germany",2020-07-14,9068,108.231
"Germany",2020-07-15,9071,108.267
"Germany",2020-07-16,9078,108.35
"Germany",2020-07-17,9082,108.398
"Germany",2020-07-18,9083,108.41
"Germany",2020-07-19,9084,108.422
"Germany",2020-07-20,9086,108.446
"Germany",2020-07-21,9090,108.493
"Germany",2020-07-22,9095,108.553
"Germany",2020-07-23,9101,108.625
"Germany",2020-07-24,9111,108.744
"Germany",2020-07-25,9118,108.828
"Germany",2020-07-26,9118,108.828
"Germany",2020-07-27,9118,108.828
"Germany",2020-07-28,9122,108.875
"Germany",2020-07-29,9128,108.947
"Germany",2020-07-30,9134,109.018
"Germany",2020-07-31,9141,109.102
"Germany",2020-08-01,9141,109.102
"Germany",2020-08-02,9141,109.102
"Germany",2020-08-03,9148,109.186
"Germany",2020-08-04,9156,109.281
"Germany",2020-08-05,9168,109.424
"Germany",2020-08-06,9175,109.508
"Germany",2020-08-07,9183,109.603
"Germany",2020-08-08,9195,109.747
"Germany",2020-08-09,9196,109.758
"Gibraltar",2020-03-20,0,0
"Gibraltar",2020-03-21,0,0
"Gibraltar",2020-03-22,0,0
"Gibraltar",2020-03-23,0,0
"Gibraltar",2020-03-24,0,0
"Gibraltar",2020-03-25,0,0
"Gibraltar",2020-03-26,0,0
"Gibraltar",2020-03-27,0,0
"Gibraltar",2020-03-28,0,0
"Gibraltar",2020-03-29,0,0
"Gibraltar",2020-03-30,0,0
"Gibraltar",2020-03-31,0,0
"Gibraltar",2020-04-01,0,0
"Gibraltar",2020-04-02,0,0
"Gibraltar",2020-04-03,0,0
"Gibraltar",2020-04-04,0,0
"Gibraltar",2020-04-05,0,0
"Gibraltar",2020-04-06,0,0
"Gibraltar",2020-04-07,0,0
"Gibraltar",2020-04-08,0,0
"Gibraltar",2020-04-09,0,0
"Gibraltar",2020-04-10,0,0
"Gibraltar",2020-04-11,0,0
"Gibraltar",2020-04-12,0,0
"Gibraltar",2020-04-13,0,0
"Gibraltar",2020-04-14,0,0
"Gibraltar",2020-04-15,0,0
"Gibraltar",2020-04-16,0,0
"Gibraltar",2020-04-17,0,0
"Gibraltar",2020-04-18,0,0
"Gibraltar",2020-04-19,0,0
"Gibraltar",2020-04-20,0,0
"Gibraltar",2020-04-21,0,0
"Gibraltar",2020-04-22,0,0
"Gibraltar",2020-04-23,0,0
"Gibraltar",2020-04-24,0,0
"Gibraltar",2020-04-25,0,0
"Gibraltar",2020-04-26,0,0
"Gibraltar",2020-04-27,0,0
"Gibraltar",2020-04-28,0,0
"Gibraltar",2020-04-29,0,0
"Gibraltar",2020-04-30,0,0
"Gibraltar",2020-05-01,0,0
"Gibraltar",2020-05-02,0,0
"Gibraltar",2020-05-03,0,0
"Gibraltar",2020-05-04,0,0
"Gibraltar",2020-05-05,0,0
"Gibraltar",2020-05-06,0,0
"Gibraltar",2020-05-07,0,0
"Gibraltar",2020-05-08,0,0
"Gibraltar",2020-05-09,0,0
"Gibraltar",2020-05-10,0,0
"Gibraltar",2020-05-11,0,0
"Gibraltar",2020-05-12,0,0
"Gibraltar",2020-05-13,0,0
"Gibraltar",2020-05-14,0,0
"Gibraltar",2020-05-15,0,0
"Gibraltar",2020-05-16,0,0
"Gibraltar",2020-05-17,0,0
"Gibraltar",2020-05-18,0,0
"Gibraltar",2020-05-19,0,0
"Gibraltar",2020-05-20,0,0
"Gibraltar",2020-05-21,0,0
"Gibraltar",2020-05-22,0,0
"Gibraltar",2020-05-23,0,0
"Gibraltar",2020-05-24,0,0
"Gibraltar",2020-05-25,0,0
"Gibraltar",2020-05-26,0,0
"Gibraltar",2020-05-27,0,0
"Gibraltar",2020-05-28,0,0
"Gibraltar",2020-05-29,0,0
"Gibraltar",2020-05-30,0,0
"Gibraltar",2020-05-31,0,0
"Gibraltar",2020-06-01,0,0
"Gibraltar",2020-06-02,0,0
"Gibraltar",2020-06-03,0,0
"Gibraltar",2020-06-04,0,0
"Gibraltar",2020-06-05,0,0
"Gibraltar",2020-06-06,0,0
"Gibraltar",2020-06-07,0,0
"Gibraltar",2020-06-08,0,0
"Gibraltar",2020-06-09,0,0
"Gibraltar",2020-06-10,0,0
"Gibraltar",2020-06-11,0,0
"Gibraltar",2020-06-12,0,0
"Gibraltar",2020-06-13,0,0
"Gibraltar",2020-06-14,0,0
"Gibraltar",2020-06-15,0,0
"Gibraltar",2020-06-16,0,0
"Gibraltar",2020-06-17,0,0
"Gibraltar",2020-06-18,0,0
"Gibraltar",2020-06-19,0,0
"Gibraltar",2020-06-20,0,0
"Gibraltar",2020-06-21,0,0
"Gibraltar",2020-06-22,0,0
"Gibraltar",2020-06-23,0,0
"Gibraltar",2020-06-24,0,0
"Gibraltar",2020-06-25,0,0
"Gibraltar",2020-06-26,0,0
"Gibraltar",2020-06-27,0,0
"Gibraltar",2020-06-28,0,0
"Gibraltar",2020-06-29,0,0
"Gibraltar",2020-06-30,0,0
"Gibraltar",2020-07-01,0,0
"Gibraltar",2020-07-02,0,0
"Gibraltar",2020-07-03,0,0
"Gibraltar",2020-07-04,0,0
"Gibraltar",2020-07-05,0,0
"Gibraltar",2020-07-06,0,0
"Gibraltar",2020-07-07,0,0
"Gibraltar",2020-07-08,0,0
"Gibraltar",2020-07-09,0,0
"Gibraltar",2020-07-10,0,0
"Gibraltar",2020-07-11,0,0
"Gibraltar",2020-07-12,0,0
"Gibraltar",2020-07-13,0,0
"Gibraltar",2020-07-14,0,0
"Gibraltar",2020-07-15,0,0
"Gibraltar",2020-07-16,0,0
"Gibraltar",2020-07-17,0,0
"Gibraltar",2020-07-18,0,0
"Gibraltar",2020-07-19,0,0
"Gibraltar",2020-07-20,0,0
"Gibraltar",2020-07-21,0,0
"Gibraltar",2020-07-22,0,0
"Gibraltar",2020-07-23,0,0
"Gibraltar",2020-07-24,0,0
"Gibraltar",2020-07-25,0,0
"Gibraltar",2020-07-26,0,0
"Gibraltar",2020-07-27,0,0
"Gibraltar",2020-07-28,0,0
"Gibraltar",2020-07-29,0,0
"Gibraltar",2020-07-30,0,0
"Gibraltar",2020-07-31,0,0
"Gibraltar",2020-08-01,0,0
"Gibraltar",2020-08-02,0,0
"Gibraltar",2020-08-03,0,0
"Gibraltar",2020-08-04,0,0
"Gibraltar",2020-08-05,0,0
"Gibraltar",2020-08-06,0,0
"Gibraltar",2020-08-07,0,0
"Gibraltar",2020-08-08,0,0
"Gibraltar",2020-08-09,0,0
